id,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Yaw,Pitch,Roll,Pressure,Temperature,Alttitude
249,-0.45,0.59,-0.19,-25.52,-37.45,26.0,-44.85,0.41,-17.78,241.05,10.15,10013.33
250,0.04,-0.37,0.59,-44.85,-10.7,-26.67,4.11,-22.63,8.96,240.88,13.41,10003.33
251,-0.19,-0.11,0.11,26.0,-59.34,7.48,-37.11,-5.85,-0.41,241.02,15.22,10000.0
252,0.67,-0.63,0.45,10.37,-14.07,-33.74,-16.63,-17.78,22.63,240.85,13.48,10013.33
253,0.11,0.26,-0.41,44.52,-40.82,48.56,-35.97,8.96,5.85,241.15,11.78,10016.67
254,0.37,0.07,-0.0,-14.89,7.82,-0.08,8.96,-0.41,17.78,240.98,23.71,10013.33
255,-0.56,0.56,-0.48,-6.67,-37.45,26.67,-15.22,22.63,-8.96,241.12,11.6,10010.0
256,-0.04,-0.3,0.34,-66.74,-10.7,-33.41,4.11,5.85,0.41,240.78,16.78,10013.33
257,-0.37,-0.11,-0.04,-21.81,-59.34,0.41,-52.26,17.78,-22.63,240.92,11.82,10003.33
258,0.48,-0.67,0.19,-37.45,-14.07,-55.96,-21.81,-8.96,-5.85,240.75,8.41,10000.0
259,-0.0,0.34,-0.63,33.41,-40.82,-7.33,-44.85,0.41,-17.78,241.05,10.15,10013.33
260,0.19,0.04,-0.15,14.07,7.82,-22.96,1.56,-22.63,8.96,240.88,13.41,10016.67
261,-0.37,0.63,-0.26,66.74,-7.82,33.41,-39.67,-5.85,-0.41,241.02,15.22,10013.33
262,0.15,-0.3,0.67,21.81,48.56,-15.22,-16.63,-17.78,22.63,240.85,13.48,10010.0
263,-0.0,-0.07,0.11,44.85,-0.08,37.45,-33.41,8.96,5.85,241.15,11.78,10013.33
264,0.59,-0.63,0.37,-26.0,15.56,-7.48,11.52,-0.41,17.78,240.98,23.71,10003.33
265,0.11,0.23,-0.48,-6.67,-40.82,22.96,-15.22,22.63,-8.96,241.12,11.6,10000.0
266,0.37,0.04,0.04,-66.74,7.82,-33.41,1.56,5.85,0.41,240.78,16.78,10013.33
267,-0.45,0.59,-0.19,-25.52,-37.45,26.0,-54.82,17.78,-22.63,240.92,11.82,10016.67
268,0.04,-0.37,0.59,-44.85,-10.7,-26.67,-24.37,-8.96,-5.85,240.75,8.41,10013.33
269,-0.19,-0.11,0.11,26.0,-59.34,7.48,-44.85,0.41,-17.78,241.05,10.15,10010.0
270,0.67,-0.63,0.45,10.37,-14.07,-33.74,4.11,-22.63,8.96,240.88,13.41,10013.33
271,0.11,0.26,-0.41,44.52,-40.82,48.56,-37.11,-5.85,-0.41,241.02,15.22,10003.33
272,0.37,0.07,-0.0,-14.89,7.82,-0.08,-16.63,-17.78,22.63,240.85,13.48,10000.0
273,-0.56,0.56,-0.48,-6.67,-37.45,26.67,-35.97,8.96,5.85,241.15,11.78,10013.33
274,-0.04,-0.3,0.34,-66.74,-10.7,-33.41,8.96,-0.41,17.78,240.98,23.71,10016.67
275,-0.37,-0.11,-0.04,-21.81,-59.34,0.41,-15.22,22.63,-8.96,241.12,11.6,10013.33
276,0.48,-0.67,0.19,-37.45,-14.07,-55.96,4.11,5.85,0.41,240.78,16.78,10010.0
277,-0.0,0.34,-0.63,33.41,-40.82,-7.33,-52.26,17.78,-22.63,240.92,11.82,10013.33
278,0.19,0.04,-0.15,14.07,7.82,-22.96,-21.81,-8.96,-5.85,240.75,8.41,10003.33
279,-0.37,0.63,-0.26,66.74,-7.82,33.41,-44.85,0.41,-17.78,241.05,10.15,10000.0
280,0.15,-0.3,0.67,21.81,48.56,-15.22,1.56,-22.63,8.96,240.88,13.41,10013.33
281,-0.0,-0.07,0.11,44.85,-0.08,37.45,-39.67,-5.85,-0.41,241.02,15.22,10016.67
282,0.59,-0.63,0.37,-26.0,15.56,-7.48,-16.63,-17.78,22.63,240.85,13.48,10013.33
283,0.11,0.23,-0.48,-6.67,-40.82,22.96,-33.41,8.96,5.85,241.15,11.78,10010.0
284,0.37,0.04,0.04,-66.74,7.82,-33.41,11.52,-0.41,17.78,240.98,23.71,10013.33
285,-0.45,0.59,-0.19,-25.52,-37.45,26.0,-15.22,22.63,-8.96,241.12,11.6,10003.33
286,0.04,-0.37,0.59,-44.85,-10.7,-26.67,1.56,5.85,0.41,240.78,16.78,10000.0
287,-0.19,-0.11,0.11,26.0,-59.34,7.48,-54.82,17.78,-22.63,240.92,11.82,10013.33
288,0.67,-0.63,0.45,10.37,-14.07,-33.74,-24.37,-8.96,-5.85,240.75,8.41,10016.67
289,0.11,0.26,-0.41,44.52,-40.82,48.56,-44.85,0.41,-17.78,241.05,10.15,10013.33
290,0.37,0.07,-0.0,-14.89,7.82,-0.08,4.11,-22.63,8.96,240.88,13.41,10010.0
291,-0.56,0.56,-0.48,-6.67,-37.45,26.67,-37.11,-5.85,-0.41,241.02,15.22,10013.33
292,-0.04,-0.3,0.34,-66.74,-10.7,-33.41,-16.63,-17.78,22.63,240.85,13.48,10003.33
293,-0.37,-0.11,-0.04,-21.81,-59.34,0.41,-35.97,8.96,5.85,241.15,11.78,10000.0
294,0.48,-0.67,0.19,-37.45,-14.07,-55.96,8.96,-0.41,17.78,240.98,23.71,10013.33
295,-0.0,0.34,-0.63,33.41,-40.82,-7.33,-15.22,22.63,-8.96,241.12,11.6,10016.67
296,0.39,-0.06,0.02,2.96,7.82,-30.37,15.22,7.0,4.11,493.21,2.93,6776.67
297,-0.23,0.32,-0.34,40.78,-0.41,55.63,-7.82,22.63,-8.96,746.96,6.26,3496.67
298,0.34,-0.62,0.27,-33.78,30.04,-0.37,15.22,-0.41,17.78,1001.92,15.0,200.0
299,0.33,-0.83,0.21,-59.7,22.63,-0.37,11.52,-0.41,17.78,749.56,27.08,3430.0
300,0.79,-1.43,0.94,-101.23,38.26,-86.38,24.6,-17.19,27.15,495.74,25.52,6703.33
301,0.19,-0.63,0.34,-37.45,7.82,-18.93,8.96,2.15,6.67,415.43,25.41,9670.0
302,0.34,-0.3,0.22,-37.45,15.22,-11.52,8.96,-5.26,2.97,664.17,11.67,6631.67
303,-0.37,0.48,-0.37,-18.11,-37.45,44.85,-15.22,15.22,-12.67,664.43,-0.44,6625.0
304,0.22,-0.3,0.56,-52.26,18.93,-15.22,1.56,-1.56,-3.29,693.41,-0.44,5500.0
305,0.16,-0.58,0.45,-55.96,15.22,-30.0,-9.55,2.15,7.82,699.83,11.71,5241.67
306,0.85,-1.12,1.07,-75.3,75.3,-64.15,28.3,-17.19,27.15,951.99,9.97,2008.33
307,0.1,-0.45,0.4,-55.96,-7.0,-30.0,7.82,-7.82,15.22,748.39,15.19,3470.0
308,-0.17,-0.21,0.5,-15.22,-3.3,-15.22,8.96,-15.22,11.52,660.97,18.56,6728.33
309,-0.63,0.52,-0.3,4.11,-37.45,15.22,-28.89,4.11,-7.82,408.82,20.3,9975.0
310,-0.26,0.37,-0.37,29.71,-26.0,18.93,-43.37,5.26,-4.11,408.75,4.85,9978.33
311,-0.08,0.08,-0.26,-7.33,-33.41,11.52,-43.37,5.26,-4.11,451.62,-0.33,8311.67
312,0.03,-0.33,-0.18,18.26,-47.89,41.15,-39.67,-5.85,-0.41,674.74,-1.93,6131.67
313,-0.19,-0.07,-0.37,7.48,-33.41,63.37,-39.67,-5.85,-0.41,674.94,8.3,6138.33
314,-0.56,0.53,-0.97,63.86,-74.64,86.41,-60.15,13.49,-19.75,464.57,15.22,7850.0
315,-0.93,0.71,-0.75,75.3,-56.45,60.49,-56.45,20.89,-17.19,426.55,28.93,9266.67
316,-0.78,0.45,-0.52,75.3,-70.93,23.45,-38.26,27.15,-18.34,656.62,20.3,6836.67
317,-1.01,0.63,-0.34,71.6,-82.38,49.04,-41.97,38.26,-22.04,656.58,6.44,6826.67
318,-0.21,-0.02,-0.11,-14.41,-55.63,7.52,-26.33,18.93,-1.56,726.44,3.07,4276.67
319,-0.51,0.13,-0.07,-29.22,-67.08,18.63,-26.33,18.93,-1.56,496.27,10.0,6690.0
320,0.31,-0.43,0.16,-52.26,-10.7,-40.78,0.41,-11.52,21.48,718.22,23.86,4571.67
321,-0.45,0.26,-0.19,-3.29,-67.08,0.74,-33.41,1.56,2.15,463.23,13.52,7871.67
322,0.45,-0.26,0.19,-37.11,-21.81,-44.19,-14.07,-15.22,11.52,462.9,18.7,7878.33
323,0.19,-0.08,0.15,-55.3,-18.11,-44.19,-6.67,-4.11,7.82,414.57,3.26,9711.67
324,0.26,-0.04,0.3,-55.3,4.11,-29.71,7.82,5.85,0.41,654.51,15.19,6961.67
325,-0.41,0.67,-0.26,-21.48,-15.22,11.52,-15.22,15.22,-11.52,654.81,16.93,6951.67
326,-1.04,1.0,-0.6,12.34,-75.3,56.45,-45.67,23.45,-27.15,692.72,32.37,5493.33
327,-0.41,0.19,-0.15,-7.0,-44.85,-14.41,-25.19,-7.0,-4.11,452.59,30.67,8250.0
328,0.07,-0.78,0.63,-26.33,-18.11,-67.08,-4.7,-18.93,18.93,452.42,28.93,8253.33
329,0.22,-0.67,0.37,-11.52,7.82,-41.15,-30.63,-15.22,11.52,454.71,23.71,8170.0
330,-0.3,0.37,-0.48,33.41,-18.93,29.71,-65.6,5.26,-4.11,642.18,20.45,7330.0
331,-0.3,0.48,-0.41,33.41,10.7,51.93,-63.04,7.82,-15.22,642.04,20.45,7343.33
332,0.45,-0.15,0.22,2.96,41.15,-18.93,-14.07,-15.22,11.52,650.16,25.67,7051.67
333,0.33,-0.37,0.63,-15.22,15.22,-18.93,-14.07,-15.22,11.52,462.9,18.7,7881.67
334,-0.37,0.3,-0.04,4.11,-67.08,15.22,-51.6,-4.7,3.29,463.13,5.0,7878.33
335,-1.04,1.0,-0.6,19.75,-97.52,56.45,-100.56,18.34,-23.45,241.12,-3.48,10013.33
336,-1.15,0.93,-0.64,49.38,-67.89,41.97,-89.78,28.3,-30.86,445.9,10.22,8516.67
337,-0.78,0.78,-0.71,74.97,-56.45,45.67,-79.0,38.26,-38.26,445.93,11.82,8516.67
338,-0.64,0.45,-0.6,100.56,-70.93,53.08,-49.37,41.97,-28.3,641.88,3.04,7340.0
339,0.11,-0.29,-0.11,44.19,-47.89,-3.3,-25.19,18.93,-1.56,634.11,-3.7,7631.67
340,0.11,-0.18,-0.22,18.6,-47.89,-7.0,-35.97,8.96,2.15,881.4,8.41,4625.0
341,0.59,-0.56,0.41,-26.33,0.74,-55.63,-12.93,-10.37,12.67,941.59,10.26,2500.0
342,0.07,0.48,-0.45,18.6,-26.0,15.22,-33.41,1.56,-10.37,744.64,18.74,3705.0
343,-0.22,0.56,-0.11,26.0,-37.45,29.71,-33.41,1.56,-6.67,497.32,5.03,6701.67
344,-0.78,1.11,-0.56,82.38,-67.89,74.64,-86.08,17.19,-27.15,241.18,11.96,9986.67
345,-0.67,0.71,-0.34,67.89,-82.38,49.04,-112.01,20.89,-34.56,411.71,-1.89,9823.33
346,-0.56,0.93,-0.75,86.08,-56.45,49.04,-93.82,27.15,-35.71,411.81,6.63,9840.0
347,-0.56,0.75,-0.89,60.15,-74.64,37.93,-67.89,23.45,-28.3,411.91,15.11,9850.0
348,-0.67,1.15,-1.12,74.64,-60.15,63.53,-41.97,19.75,-20.89,241.38,28.97,10030.0
349,-0.78,0.93,-0.71,56.45,-86.08,63.53,-45.67,12.34,-23.45,241.35,35.89,10010.0
350,-0.41,0.33,-0.11,0.08,-44.85,40.49,-25.19,0.41,-0.41,241.18,34.15,10020.0
351,0.33,-0.41,0.63,-33.74,-25.52,-0.74,5.26,-7.82,15.22,435.94,32.41,8881.67
352,0.97,-1.23,1.08,-60.49,27.15,-71.6,35.71,-16.04,30.86,435.71,28.89,8888.33
353,0.59,-0.63,0.48,-4.11,-14.07,-48.56,15.22,-4.11,7.82,625.21,16.78,7958.33
354,-0.11,0.04,-0.19,4.11,-33.41,-25.52,-15.22,4.11,-7.82,430.46,18.52,9090.0
355,-0.33,0.37,-0.34,15.22,-26.0,4.11,-15.22,4.11,-7.82,430.46,18.52,9103.33
356,0.3,0.04,0.18,-4.11,7.82,-11.52,7.82,-15.22,11.52,240.85,32.37,10026.67
357,0.75,-0.89,0.93,-49.38,34.56,-41.97,30.86,-34.56,30.86,240.58,27.15,10020.0
358,0.59,-0.67,0.37,-26.34,-14.07,10.7,4.11,-18.93,17.78,240.85,23.75,10000.0
359,-0.19,0.04,-0.3,7.48,-33.41,63.37,-22.63,0.41,-1.56,476.12,18.53,7410.0
360,-0.37,0.34,-0.41,44.52,-26.0,70.78,-25.19,10.37,-8.96,476.09,22.01,7420.0
361,-0.37,0.34,-0.41,44.52,-26.0,70.78,-54.82,6.67,-18.93,475.96,20.45,7426.67
362,-0.3,0.3,-0.41,18.93,-26.0,41.15,-47.41,14.08,-16.37,240.98,18.75,10010.0
363,0.07,0.19,-0.63,11.52,-40.82,11.52,-47.41,11.52,-5.26,241.12,18.75,10006.67
364,-0.11,0.52,-0.78,11.52,-26.33,11.52,-25.19,18.93,-1.56,434.88,22.01,8923.33
365,0.26,-0.07,-0.18,-33.74,7.82,-15.22,-2.15,-4.11,8.96,434.65,11.67,8923.33
366,-0.11,0.04,0.04,-26.34,22.63,14.41,0.41,-1.56,-2.15,434.52,11.67,8916.67
367,0.5,-0.76,0.64,-90.12,53.08,-53.04,23.45,-24.6,24.6,495.77,11.78,6700.0
368,0.16,-0.57,0.12,-19.26,22.63,3.33,-7.0,-8.96,15.22,740.75,13.59,3783.33
369,0.53,-0.68,-0.1,-26.67,7.82,-26.3,0.41,-7.82,18.93,740.82,11.82,3796.67
370,0.07,-0.14,-0.48,33.41,-37.11,4.11,-15.22,11.52,-1.56,485.93,10.0,7093.33
371,0.52,-0.7,0.23,-11.52,-14.07,-78.19,15.22,-4.11,7.82,240.95,16.97,10010.0
372,0.3,-0.48,0.34,-29.71,0.74,-66.74,5.26,-7.82,15.22,241.02,5.04,9993.33
373,0.6,-0.75,0.78,-86.08,49.37,-86.08,32.0,-23.45,28.3,240.75,8.45,9990.0
374,-0.11,0.03,0.19,-66.74,-3.3,-29.71,1.56,3.29,11.52,240.92,3.07,10000.0
375,-0.15,-0.04,0.26,-78.19,-3.3,-15.22,7.82,-0.41,1.56,240.88,1.26,10013.33
376,-0.26,-0.08,0.3,-41.15,-3.3,-11.52,0.41,-4.11,8.96,240.95,3.04,10020.0
377,0.45,-0.75,0.97,-60.49,79.0,-45.67,24.6,-27.15,35.71,240.82,15.15,10010.0
378,0.75,-0.86,0.93,-49.04,64.19,-60.15,20.89,-23.45,45.67,240.85,32.41,10000.0
379,1.12,-0.97,0.71,-56.45,49.38,-89.78,20.89,-23.45,45.67,240.85,32.41,9993.33
380,0.48,-0.26,0.19,-37.11,-10.7,-41.15,0.41,-0.41,18.93,480.88,30.63,7243.33
381,-0.41,0.26,-0.19,-3.29,-55.96,3.78,-48.56,15.22,-11.52,480.95,22.15,7250.0
382,-0.34,0.33,0.07,4.11,-55.96,33.41,-41.15,18.93,-18.93,480.88,20.38,7266.67
383,0.52,-0.19,0.41,-4.11,-32.92,-7.82,-20.67,-4.11,7.82,416.66,22.15,9641.67
384,0.67,-0.07,0.15,10.7,-7.0,18.11,1.56,3.29,11.52,416.73,16.78,9635.0
385,0.63,-0.11,0.04,-14.89,-7.0,-0.08,-8.41,-7.82,15.22,416.7,15.08,9621.67
386,-0.22,0.41,-0.3,0.74,-52.26,41.15,-43.37,5.26,-4.11,240.98,1.37,10010.0
387,-0.08,0.15,-0.08,-2.96,-66.74,4.11,-39.67,-5.85,-0.41,241.02,15.22,10006.67
388,-0.48,0.22,-0.0,22.63,-51.93,22.3,-39.67,-5.85,-0.41,408.78,18.7,9968.33
389,0.08,-0.15,0.19,-18.6,8.15,-37.11,-4.7,-26.33,15.22,408.58,28.93,9955.0
390,-0.03,0.26,-0.04,-4.11,22.63,-11.52,-19.19,-25.19,18.93,408.52,13.48,9958.33
391,0.15,0.07,-0.15,29.78,-7.82,41.15,-39.67,-5.85,-0.41,498.32,10.11,6666.67
392,-0.3,0.67,-0.74,89.19,-41.97,100.56,-86.08,17.19,-27.15,498.48,6.85,6666.67
393,0.45,-0.08,0.0,55.37,-22.63,59.34,-48.56,-3.29,-11.52,498.28,22.3,6673.33
394,0.67,0.04,0.04,14.07,4.11,-11.52,-25.52,-22.63,7.82,462.9,27.41,7881.67
395,0.56,-0.19,0.44,-4.11,-21.81,-11.52,-3.29,-15.22,11.52,462.97,22.04,7875.0
396,-0.22,0.41,-0.3,18.93,-41.15,41.15,-26.33,4.11,-7.82,463.23,22.04,7868.33
397,-1.04,0.97,-0.53,41.97,-97.52,100.56,-49.37,23.45,-27.15,241.32,22.04,9986.67
398,-0.52,0.52,-0.26,-10.7,-37.45,55.63,-15.22,4.11,-7.82,241.12,32.37,10000.0
399,0.04,-0.26,0.67,-44.85,18.93,-4.44,15.22,-4.11,7.82,240.88,28.86,10006.67
400,-0.04,-0.3,0.52,-52.26,18.93,-18.93,18.93,3.29,10.37,240.92,21.93,10010.0
401,-0.26,-0.04,0.04,18.6,-29.71,15.22,-11.52,11.52,-5.26,241.15,8.19,9996.67
402,-0.11,0.08,-0.41,22.3,-66.74,-7.0,-15.22,4.11,-7.82,410.9,8.19,9865.0
403,-0.04,0.11,-0.26,29.71,-66.74,7.48,-18.93,-3.29,-10.37,410.87,15.11,9861.67
404,0.22,-0.08,0.15,-29.71,-18.11,-41.15,4.11,-22.63,8.96,410.6,27.15,9861.67
405,-0.07,-0.08,0.59,-47.89,-18.11,-41.15,0.41,-15.22,18.93,492.08,27.08,6861.67
406,0.15,-0.08,0.56,-18.26,11.52,-55.63,-14.07,-14.08,22.63,492.01,11.63,6871.67
407,-0.19,0.11,0.18,26.67,-37.11,-21.81,-63.04,8.96,-4.11,492.18,8.37,6871.67
408,-0.45,0.71,-0.38,97.52,-52.75,34.56,-82.38,24.6,-24.6,241.22,5.04,10003.33
409,-0.04,0.0,0.18,41.15,-0.08,0.41,-47.41,14.08,-16.37,240.98,18.75,10003.33
410,-0.04,0.18,0.33,67.08,18.11,11.52,-35.97,11.52,-5.26,241.05,22.01,10010.0
411,0.03,0.0,0.15,55.63,-0.08,15.22,-39.67,4.11,-7.82,241.02,28.93,10013.33
412,-0.45,0.86,-0.71,74.97,-56.45,45.67,-56.45,20.89,-17.19,241.35,23.75,10010.0
413,-0.04,0.04,-0.22,18.6,-33.41,-10.7,-15.22,4.11,-7.82,241.18,11.71,10020.0
414,0.33,-0.48,0.52,-26.33,37.45,-48.56,15.22,-4.11,7.82,425.19,6.49,9301.67
415,0.97,-1.23,0.93,-41.97,56.78,-101.23,32.0,-30.86,24.6,613.42,9.89,8426.67
416,0.89,-0.78,0.67,-56.45,64.19,-89.78,35.71,-23.45,27.15,613.39,23.64,8420.0
417,0.78,-0.45,0.34,-70.93,41.97,-100.56,35.71,-23.45,27.15,429.15,25.34,9138.33
418,0.11,0.37,-0.15,-29.71,22.63,-29.71,15.22,-4.11,7.82,240.88,28.86,10026.67
419,0.34,0.15,-0.26,-11.52,7.82,-41.15,5.26,-7.82,15.22,240.95,30.63,10030.0
420,-0.0,0.34,-0.63,33.41,-40.82,-7.33,-51.11,4.11,-7.82,241.08,25.67,10013.33
421,0.11,0.11,-0.26,44.85,-37.11,-21.81,-77.04,7.82,-15.22,240.98,17.19,10000.0
422,-0.38,0.52,-0.56,86.08,-70.93,38.26,-101.23,30.86,-41.97,241.12,5.08,10000.0
423,-0.49,0.93,-0.78,100.56,-56.45,63.86,-101.23,30.86,-41.97,241.12,5.08,10006.67
424,-0.63,1.01,-1.15,78.34,-60.15,89.78,-89.78,28.3,-30.86,241.15,-1.89,10013.33
425,-1.0,1.15,-1.08,52.75,-71.6,86.08,-100.56,18.34,-23.45,241.12,-3.48,10000.0
426,-0.86,0.67,-0.93,41.97,-86.08,97.52,-100.56,18.34,-23.45,443.7,-10.45,8583.33
427,-0.71,0.41,-0.71,38.26,-100.56,60.49,-89.78,28.3,-30.86,443.73,-8.86,8580.0
428,-0.38,0.19,-0.82,63.86,-89.12,86.41,-75.3,27.15,-34.56,666.89,-8.86,6420.0
429,-0.11,0.0,-0.3,3.78,-40.49,30.04,-28.89,11.52,-4.11,464.24,4.85,7840.0
430,0.3,-0.52,0.41,-26.67,30.37,7.0,1.56,-15.22,12.67,464.07,1.44,7843.33
431,0.26,-0.45,0.48,-41.15,30.37,-30.04,-24.37,-11.52,5.26,411.51,3.04,9843.33
432,-0.04,0.0,0.18,41.15,-0.08,0.41,-59.34,1.56,-14.08,411.65,-0.44,9840.0
433,-0.75,0.67,-0.49,97.52,-82.38,34.56,-100.56,18.34,-23.45,644.44,16.82,7333.33
434,-0.71,0.74,-0.52,97.52,-82.38,49.37,-70.93,18.34,-23.45,711.34,13.41,4833.33
435,-0.78,0.89,-0.82,60.49,-86.08,45.67,-52.75,24.6,-24.6,711.41,11.71,4826.67
436,-0.6,1.04,-0.82,30.86,-60.15,60.15,-34.56,27.15,-25.74,728.56,3.23,4243.33
437,-0.22,0.45,-0.08,0.41,10.7,22.3,-15.22,11.52,4.7,490.96,18.75,6920.0
438,-0.3,0.37,-0.15,15.22,10.7,51.93,-18.93,4.11,2.15,490.93,25.67,6936.67
439,0.37,-0.33,0.08,-7.82,30.04,-18.93,-2.15,-8.96,11.52,240.88,32.41,10020.0
440,0.52,-0.22,-0.37,-4.11,-7.0,-41.15,-4.7,-16.37,7.82,240.78,28.93,10013.33
441,1.08,-1.0,0.56,-38.26,49.38,-101.23,15.78,-25.74,19.75,240.48,27.19,10006.67
442,0.56,-0.67,0.23,-7.82,15.56,-18.93,-4.7,-16.37,7.82,240.78,28.93,10020.0
443,0.19,-0.56,0.45,-0.41,30.37,10.7,5.26,-5.26,4.11,240.82,30.63,10030.0
444,0.08,-0.3,0.19,-26.34,8.15,14.41,5.26,-5.26,4.11,240.82,30.63,10040.0
445,0.67,-0.56,0.78,-49.38,41.97,-38.26,25.74,-17.19,27.15,416.46,28.89,9651.67
446,0.34,0.0,0.07,-26.34,7.82,14.41,-19.19,-7.82,15.22,416.63,16.96,9645.0
447,0.07,0.19,-0.45,33.74,-40.82,70.78,-54.15,2.7,7.0,416.86,3.26,9635.0
448,-0.37,0.23,-0.48,33.74,-26.0,70.78,-51.6,2.7,7.0,241.05,3.26,10010.0
449,-0.33,0.37,-0.48,44.52,-26.0,59.34,-33.41,8.96,5.85,448.08,10.22,8420.0
450,0.04,-0.08,0.3,10.37,44.85,-0.74,4.11,-4.11,25.19,447.85,10.22,8433.33
451,0.26,-0.41,0.45,-0.74,37.45,-30.37,4.11,-11.52,21.48,625.73,3.48,7975.0
452,0.07,-0.67,0.71,-26.33,11.52,-44.85,0.41,-18.93,18.93,418.77,11.96,9568.33
453,0.04,-0.74,0.6,-52.26,-18.11,-44.85,-2.15,-18.93,18.93,418.9,25.67,9545.0
454,-0.45,0.22,-0.19,-32.92,-44.85,7.82,-51.11,4.11,-7.82,422.03,27.23,9420.0
455,-0.37,0.26,-0.04,-32.92,-15.22,22.3,-47.41,11.52,-5.26,640.45,23.71,7410.0
456,-0.75,1.04,-0.49,49.38,-38.26,56.45,-82.38,24.6,-24.6,640.55,10.0,7420.0
457,-0.34,0.52,0.03,15.56,-4.11,15.22,-33.41,11.52,-5.26,459.4,15.19,7996.67
458,-0.19,0.67,-0.3,15.56,-7.82,-2.96,-51.6,5.26,-4.11,240.92,3.26,9993.33
459,-0.33,0.85,-0.6,4.11,-11.52,22.96,-40.82,4.11,-7.82,475.99,13.48,7406.67
460,-0.48,0.74,-0.49,29.71,-11.52,41.15,-40.82,1.56,3.29,476.12,13.48,7413.33
461,-0.55,0.67,-0.56,44.52,-11.52,70.78,-26.33,0.41,-0.41,476.19,28.93,7426.67
462,-0.7,0.45,-0.37,18.93,-37.45,44.85,-18.93,7.82,2.15,241.22,27.23,10023.33
463,-0.3,0.37,-0.45,-6.67,-52.26,26.67,-15.22,4.11,-7.82,241.18,11.71,10023.33
464,0.04,-0.19,0.26,-29.71,-18.11,-26.0,11.52,-11.52,5.26,240.98,-5.55,10020.0
465,0.75,-0.97,0.86,-49.04,34.56,-82.38,34.56,-34.56,15.78,240.75,-7.11,10006.67
466,0.15,-0.41,0.59,21.81,18.93,-37.45,-18.11,-15.22,-4.7,240.85,1.67,10006.67
467,0.15,-0.41,0.59,21.81,18.93,-37.45,-18.11,-15.22,-4.7,240.85,1.67,9993.33
468,0.08,0.03,0.33,7.33,26.33,-26.0,-24.37,-8.96,-5.85,240.75,8.41,10000.0
469,0.15,-0.15,0.15,-4.11,8.15,-22.3,-12.93,-11.52,5.26,240.78,1.44,10013.33
470,-0.19,0.41,-0.56,18.93,-26.0,30.37,-43.37,15.22,-11.52,240.95,4.85,10013.33
471,-0.49,0.53,-1.0,67.56,-74.64,101.23,-78.34,25.74,-19.75,241.18,-8.86,10016.67
472,0.0,0.15,-0.37,22.63,-26.0,52.59,-37.11,12.67,-10.37,497.28,-8.82,6711.67
473,0.22,0.0,-0.3,7.82,-40.49,26.67,-47.89,2.7,-6.67,744.57,3.29,3718.33
474,0.63,-0.48,0.11,-26.33,30.37,-33.41,-12.93,-17.78,8.96,990.66,13.52,750.0
475,0.41,-0.3,-0.11,-40.82,30.37,-33.41,-12.93,-21.48,8.96,734.42,11.67,4038.33
476,0.93,-0.78,0.45,-74.64,64.19,-78.34,22.04,-34.56,32.0,487.0,11.67,7048.33
477,0.67,-0.52,0.6,-63.53,41.97,-70.93,24.6,-24.6,24.6,240.68,15.15,10006.67
478,0.19,-0.07,-0.0,-14.89,7.82,-0.08,-5.85,2.15,7.82,240.85,18.56,10010.0
479,-0.7,0.45,-0.37,55.96,-37.45,44.85,-40.82,15.22,-11.52,473.61,20.3,7500.0
480,-0.82,0.75,-0.89,89.78,-86.08,75.3,-60.15,32.0,-20.89,473.95,15.11,7503.33
481,-0.04,0.15,-0.15,66.74,-66.74,22.63,-35.97,1.56,2.15,473.71,23.75,7496.67
482,0.33,0.0,-0.22,55.3,-55.3,26.33,-25.19,11.52,-5.26,457.22,6.49,8080.0
483,0.15,0.3,-0.15,37.11,-40.82,37.11,-25.19,7.82,-5.26,706.93,4.93,4993.33
484,-0.3,0.34,-0.19,37.11,-26.0,37.11,-15.22,18.93,-8.96,706.96,6.63,5013.33
485,-0.52,0.6,-0.37,26.33,-11.52,59.34,-15.22,18.93,-8.96,490.83,10.04,6923.33
486,0.0,-0.33,0.22,-0.41,15.22,-11.52,11.52,7.0,4.11,240.85,15.0,10000.0
487,-0.41,0.15,-0.08,15.22,-44.85,29.71,-33.41,16.37,-7.82,241.02,3.07,9983.33
488,-0.34,0.15,-0.11,15.22,-33.74,0.08,-55.63,12.67,-1.56,483.37,10.0,7156.67
489,-0.75,0.97,-0.6,71.6,-56.78,56.45,-89.78,32.0,-20.89,483.57,-0.33,7160.0
490,-0.11,0.26,-0.08,44.85,25.52,7.82,-54.82,21.48,-12.67,483.33,13.37,7166.67
491,-0.04,0.18,0.33,67.08,18.11,11.52,-28.89,14.08,-15.22,241.02,20.3,10013.33
492,-0.15,0.41,-0.04,55.63,14.41,26.0,-39.67,4.11,-7.82,428.25,25.67,9183.33
493,-0.37,0.63,-0.26,66.74,-7.82,33.41,-37.11,4.11,-7.82,428.25,25.67,9180.0
494,-0.52,0.82,-0.56,55.3,-11.52,59.34,-40.82,4.11,-7.82,663.25,20.45,6583.33
495,0.0,-0.22,0.3,10.37,15.22,-11.52,-3.29,-8.96,11.52,475.89,27.19,7420.0
496,-0.15,0.0,-0.26,33.41,-33.41,41.15,-26.33,0.41,-0.41,476.19,28.93,7426.67
497,0.03,-0.44,-0.18,22.63,-47.89,41.15,-37.11,1.56,3.29,241.12,18.7,10020.0
